UNIQUE REF,Description,Element Description,Entity,ENEntity Name,PymtDate,SumOfNet Amt,SumOfVatAmt,SumOfGross Amt,
CFADDOM18980833,Adult & Community Services,Dom Care Spot,72914,ELITE CARE & NURSING AGENCY,28/06/2010,880.69,0.00,880.69,
CFADDOM18980834,Adult & Community Services,Dom Care Spot,72914,ELITE CARE & NURSING AGENCY,28/06/2010,1910.06,0.00,1910.06,
CFADDOM18980836,Adult & Community Services,Dom Care Spot,72914,ELITE CARE & NURSING AGENCY,28/06/2010,1799.50,0.00,1799.50,
EXCHEQ19213928,Children & Younger Persons,Items For Resale,71925,EXCEL EMBROIDERY,28/06/2010,1400.95,1.92,1402.87,
CYPCENT19113236,Children & Younger Persons,Learning Partnership Project Costs,6141,EXETER COLLEGE (HELE ROAD),28/06/2010,18000.00,0.00,18000.00,
CYPCENT19113237,Children & Younger Persons,Learning Partnership Project Costs,6141,EXETER COLLEGE (HELE ROAD),28/06/2010,4550.00,0.00,4550.00,
CYPCENT19113238,Children & Younger Persons,Learning Partnership Project Costs,6141,EXETER COLLEGE (HELE ROAD),28/06/2010,9975.00,0.00,9975.00,
EXCHEQ19220628,Children & Younger Persons,Insurance other - external,23047,EXETER DIOCESAN BOARD OF FINANCE,28/06/2010,1610.00,0.00,1610.00,
EARLYRS19190432,Children & Younger Persons,Grants to Voluntary Bodies,174565,EXWICK ARK THE,28/06/2010,873.00,0.00,873.00,
EARLYRS19190433,Children & Younger Persons,Grants to Voluntary Bodies,174565,EXWICK ARK THE,28/06/2010,800.25,0.00,800.25,
LLCBIDEF19504842,Children & Younger Persons,Recreational Expenditure,159564,FALCONS GYMNASTIC ACADEMY,28/06/2010,944.25,0.00,944.25,
NPSWI19516388,Chief Executives,CONTRACTORS COSTS,51346,G R MECHANICAL SERVICES LTD,28/06/2010,601.26,105.22,706.48,
EXCHEQ19219194,Children & Younger Persons,Subscriptions,24820,G S ENGINEERING(INVS BEG WITH E),28/06/2010,684.00,119.70,803.70,
EXCHEQ19220264,Children & Younger Persons,Educational Visits,95276,GIRLINGS OF PLYMOUTH,28/06/2010,600.00,0.00,600.00,
FINSSCW19415361,Adult & Community Services,Payments To Outside Contractors,248193,GRANT THORNTON UK LLP,28/06/2010,15000.00,2625.00,17625.00,
EXCHEQ19220737,Children & Younger Persons,Books (Incl Sheet Music,84356,HARPER COLLINS PUBLISHERS,28/06/2010,717.40,0.00,717.40,
CYPCENT19113249,Children & Younger Persons,Misc Other,250614,HAYMARKET PUBLISHING SERVICES LT,28/06/2010,1252.00,219.10,1471.10,
EXCHEQ19219928,Children & Younger Persons,Hire Of Temporary / Agency Staff,138542,HAYS EDUCATION,28/06/2010,698.85,122.30,821.15,
EXCHEQ19219943,Children & Younger Persons,Hire Of Temporary / Agency Staff,138542,HAYS EDUCATION,28/06/2010,481.44,84.25,565.69,
EXCHEQ19220748,Children & Younger Persons,Supply-Standards Fund-Paid By Claim-Pay,138542,HAYS EDUCATION,28/06/2010,3366.14,589.07,3955.21,
EXCHEQ19221064,Children & Younger Persons,Other Hired Transport- Education,156325,HOOKWAYS GREENSLADES,28/06/2010,2975.00,0.00,2975.00,
EXCHEQ19215253,Children & Younger Persons,Grounds Maint Petrol Oil,69586,HOOPER SERVICES,28/06/2010,1110.00,0.00,1110.00,
CFADDOM18980939,Adult & Community Services,Dom Care Spot,162261,HORIZON DOMICILIARY CARE,28/06/2010,752.76,0.00,752.76,
CFADDOM18980940,Adult & Community Services,Dom Care Spot,162261,HORIZON DOMICILIARY CARE,28/06/2010,693.72,0.00,693.72,
CFADDOM18980949,Adult & Community Services,Dom Care Spot,162261,HORIZON DOMICILIARY CARE,28/06/2010,1446.48,0.00,1446.48,
EXCHEQ19219827,Children & Younger Persons,Misc Other,180708,INSTRUMENTAL MUSIC SERVICES (6),28/06/2010,1825.20,319.41,2144.61,
EXCHEQ19220731,Children & Younger Persons,Internal Works,17358,K J REFRIGERATION,28/06/2010,899.40,157.40,1056.80,
EXCHEQ19215254,Children & Younger Persons,Photocopying / Reprographics / Imaging,69934,KONICA MINOLTA BUSINESS SOL WEST,28/06/2010,526.56,92.15,618.71,
EXCHEQ19219701,Children & Younger Persons,Consumable Materials,70659,LADDS OF CREDITON,28/06/2010,465.60,81.48,547.08,
CFADDAY18968796,Adult & Community Services,Individualised Support,198291,LARKSTONE SUPPORTED LIVING,28/06/2010,594.94,0.00,594.94,
CFADDAY18968700,Adult & Community Services,Individualised Support,89556,LYNDRIDGE CARE,28/06/2010,714.92,0.00,714.92,
CFADDAY18968701,Adult & Community Services,Individualised Support,89556,LYNDRIDGE CARE,28/06/2010,3057.64,0.00,3057.64,
CFADDAY18968702,Adult & Community Services,Individualised Support,89556,LYNDRIDGE CARE,28/06/2010,942.40,0.00,942.40,
CFADDAY18968703,Adult & Community Services,Individualised Support,89556,LYNDRIDGE CARE,28/06/2010,2150.04,0.00,2150.04,
CFADDAY18968704,Adult & Community Services,Individualised Support,89556,LYNDRIDGE CARE,28/06/2010,1714.88,0.00,1714.88,
CFADDAY18968705,Adult & Community Services,Individualised Support,89556,LYNDRIDGE CARE,28/06/2010,1360.00,0.00,1360.00,
CFADDAY18968706,Adult & Community Services,Individualised Support,89556,LYNDRIDGE CARE,28/06/2010,810.08,0.00,810.08,
CFADDAY18968707,Adult & Community Services,Individualised Support,89556,LYNDRIDGE CARE,28/06/2010,4016.28,0.00,4016.28,
CFADDAY18968708,Adult & Community Services,Individualised Support,89556,LYNDRIDGE CARE,28/06/2010,802.68,0.00,802.68,
CFADDAY18968709,Adult & Community Services,Individualised Support,89556,LYNDRIDGE CARE,28/06/2010,839.52,0.00,839.52,
CFADDAY18968710,Adult & Community Services,Individualised Support,89556,LYNDRIDGE CARE,28/06/2010,1361.52,0.00,1361.52,
CFADDAY18968711,Adult & Community Services,Individualised Support,89556,LYNDRIDGE CARE,28/06/2010,799.84,0.00,799.84,
CFADDAY18968712,Adult & Community Services,Individualised Support,89556,LYNDRIDGE CARE,28/06/2010,1848.00,0.00,1848.00,
CFADDAY18968713,Adult & Community Services,Individualised Support,89556,LYNDRIDGE CARE,28/06/2010,1247.40,0.00,1247.40,
CFADDAY18968714,Adult & Community Services,Individualised Support,89556,LYNDRIDGE CARE,28/06/2010,646.80,0.00,646.80,
EXCHEQ19217207,Children & Younger Persons,Capital Building Works,70776,MAMHEAD SAWMILLS,28/06/2010,1780.00,311.50,2091.50,
EXCHEQ19220569,Children & Younger Persons,Capital Ict Equipment,216810,MARKONE CONSULTANTS,28/06/2010,1219.06,213.34,1432.40,
EXCHEQ19218269,Children & Younger Persons,Other Hired Transport- Education,4121,MID DEVON COACHES,28/06/2010,2401.85,0.00,2401.85,
YOTSOUTH19640028,Children & Younger Persons,Special Projects Expenditure,166901,MOLE VALLEY FARMERS (N/ABBOT),28/06/2010,800.60,140.11,940.71,
RESTRAT19561881,Children & Younger Persons,Postage,16185,NEOPOST LIMITED (CREDIFON ONLY),28/06/2010,1000.00,0.00,1000.00,
FINNDAD19407756,Adult & Community Services,Agency Staff Non Teaching,179077,NEWCROSS HEALTHCARE SOLUTIONS,28/06/2010,702.96,0.00,702.96,
EXCHEQ19219971,Children & Younger Persons,Examination Fees,65794,O C R (CAMBRIDGE),28/06/2010,686.80,0.00,686.80,
EXCHEQ19217748,Children & Younger Persons,Capital Ict Equipment,78139,P C WORLD BUSINESS,28/06/2010,1150.71,0.00,1150.71,
EXCHEQ19216754,Children & Younger Persons,Subscriptions,71459,PLYMOUTH ROMAN CATHOLIC DIOCESAN,28/06/2010,7311.00,0.00,7311.00,
DPMANUAL19170333,Corporate Resources,Cleaning Materials,17393,PREMIERE PRODUCTS,28/06/2010,7560.10,1323.03,8883.13,
EXCHEQ19221065,Children & Younger Persons,Vehicle Fuel Purch,220864,Q B E (STAFFORD) LTD,28/06/2010,1322.48,0.00,1322.48,
EXCHEQ19220453,Children & Younger Persons,Heat & Electrical Repairs & Mtce,4252,Q E S ELECTRICAL,28/06/2010,545.00,95.38,640.38,
CFADDAY18968732,Adult & Community Services,Individualised Support,91406,QUAY CARE,28/06/2010,506.25,0.00,506.25,
CFADDAY18968735,Adult & Community Services,Individualised Support,91406,QUAY CARE,28/06/2010,579.60,0.00,579.60,
CFADDAY18968717,Adult & Community Services,Individualised Support,89881,ROBERT OWEN COMMUNITIES,28/06/2010,2252.40,0.00,2252.40,
CFADDAY18968718,Adult & Community Services,Individualised Support,89881,ROBERT OWEN COMMUNITIES,28/06/2010,2252.48,0.00,2252.48,
DIRSUPP19162770,Children & Younger Persons,Photocopying / Reprographics / Imaging,21296,S W M DOCUMENT MANAGEMENT,28/06/2010,2064.55,361.30,2425.85,
HQ19463227,"Environment, Economy & Culture",Hire / Rent of Rooms / Premises,255452,SAMPSONS STUDIO,28/06/2010,957.62,167.58,1125.20,
EXCHEQ19220733,Children & Younger Persons,Insurance other - external,70268,SCHOOLS ADVISORY SERVICE,28/06/2010,1150.97,0.00,1150.97,
CYPSWLOC19139181,Children & Younger Persons,Childcare Residential - Independent,167303,SERENDIPITY,28/06/2010,1191.80,0.00,1191.80,
CFADDOM18980856,Adult & Community Services,Dom Care Spot,77634,SIMPLY CARING,28/06/2010,793.10,0.00,793.10,
CFADDOM18980857,Adult & Community Services,Dom Care Spot,77634,SIMPLY CARING,28/06/2010,1940.40,0.00,1940.40,
CFADDOM18980859,Adult & Community Services,Dom Care Spot,77634,SIMPLY CARING,28/06/2010,892.40,0.00,892.40,
CFADDOM18980860,Adult & Community Services,Dom Care Spot,77634,SIMPLY CARING,28/06/2010,608.30,0.00,608.30,
CFADDOM18980861,Adult & Community Services,Dom Care Spot,77634,SIMPLY CARING,28/06/2010,677.60,0.00,677.60,
CFADDOM18980864,Adult & Community Services,Dom Care Spot,77634,SIMPLY CARING,28/06/2010,539.00,0.00,539.00,
CFADDOM18980865,Adult & Community Services,Dom Care Spot,77634,SIMPLY CARING,28/06/2010,700.70,0.00,700.70,
EXCHEQ19220431,Children & Younger Persons,Educational Visits,177097,SKIRMISH PAINTBALL GAMES EXETER,28/06/2010,1046.81,183.19,1230.00,
EXCHEQ19213960,Children & Younger Persons,Capital Ict Equipment,263777,SOFTCAT LIMITED,28/06/2010,2994.37,524.01,3518.38,
CFADDAY18968694,Adult & Community Services,Individualised Support,88947,SOUTH HAMS SUPPORT SERVICES,28/06/2010,835.20,0.00,835.20,
CFADDAY18968695,Adult & Community Services,Individualised Support,88947,SOUTH HAMS SUPPORT SERVICES,28/06/2010,835.20,0.00,835.20,
CFADDAY18968696,Adult & Community Services,Individualised Support,88947,SOUTH HAMS SUPPORT SERVICES,28/06/2010,536.61,0.00,536.61,
CFADDAY18968697,Adult & Community Services,Individualised Support,88947,SOUTH HAMS SUPPORT SERVICES,28/06/2010,1315.68,0.00,1315.68,
CFADDAY18968698,Adult & Community Services,Individualised Support,88947,SOUTH HAMS SUPPORT SERVICES,28/06/2010,1365.44,0.00,1365.44,
CFADDOM18980905,Adult & Community Services,Dom Care Spot,88947,SOUTH HAMS SUPPORT SERVICES,28/06/2010,1200.08,0.00,1200.08,
CFADDOM18980906,Adult & Community Services,Dom Care Spot,88947,SOUTH HAMS SUPPORT SERVICES,28/06/2010,771.05,0.00,771.05,
CFADDOM18980907,Adult & Community Services,Dom Care Spot,88947,SOUTH HAMS SUPPORT SERVICES,28/06/2010,1200.08,0.00,1200.08,
EXCHEQ19220960,Children & Younger Persons,Educational Visits,184407,SPACE LAB MOBILE PLANETARIUM,28/06/2010,583.00,0.00,583.00,
EXCHEQ19220432,Children & Younger Persons,Subscriptions,136910,SPECIALIST SCHOOLS & ACADEMIES T,28/06/2010,1560.00,0.00,1560.00,
CFADDAY18968689,Adult & Community Services,Individualised Support,88583,STEP ONE SERVICES LTD,28/06/2010,644.54,0.00,644.54,
CFADDAY18968690,Adult & Community Services,Day Care Spot,88583,STEP ONE SERVICES LTD,28/06/2010,1133.60,0.00,1133.60,
CFADDAY18968691,Adult & Community Services,Day Care Spot,88583,STEP ONE SERVICES LTD,28/06/2010,2765.42,0.00,2765.42,
CFADDAY18968692,Adult & Community Services,Individualised Support,88583,STEP ONE SERVICES LTD,28/06/2010,3625.12,0.00,3625.12,
EXCHEQ19220885,Children & Younger Persons,Educational Visits,85367,SURVIVAL PAINTBALL LTD,28/06/2010,857.87,150.13,1008.00,
EXCHEQ19220866,Children & Younger Persons,Rents,264184,SYMONDS JOHN,28/06/2010,940.00,0.00,940.00,
CYPCENT19113250,Children & Younger Persons,Social Services Contracts,21551,TORRIDGE VOLUNTARY SERVICES,28/06/2010,23933.25,0.00,23933.25,
EXCHEQ19220795,Children & Younger Persons,Education Equip/Books Purchase,14234,W P S WESTWARD,28/06/2010,1388.85,243.05,1631.90,
EARLYRS19190448,Children & Younger Persons,Grants to Voluntary Bodies,175655,WILLIAMS GILLIAN,28/06/2010,1173.70,0.00,1173.70,
EXCHEQ19211467,Children & Younger Persons,Capital F&E,97668,WILLS IAN,28/06/2010,2037.60,356.58,2394.18,
EXCHEQ19220819,Children & Younger Persons,Insurance other - external,21646,ZURICH INSURANCE CO,28/06/2010,2375.67,0.00,2375.67,
EXCHEQ19221122,Children & Younger Persons,Insurance other - external,21646,ZURICH INSURANCE CO,28/06/2010,1651.92,0.00,1651.92,
EXCHEQ19218548,Children & Younger Persons,Educational Visits,97465,FARMS FOR CITY CHILDREN_LTD,28/06/2010,1750.00,0.00,1750.00,
EXCHEQ19220640,Children & Younger Persons,Educational Visits,258165,GOBLIN COMBE ENVIRONMENT CENTRE,28/06/2010,500.00,0.00,500.00,
EXCHEQ19220558,Children & Younger Persons,Heat & Electrical Repairs & Mtce,87207,BEALE & COLE -IN ADMINISTRATION,28/06/2010,456.25,79.84,536.09,
LDP19655040,Children & Younger Persons,Consultancy / Professional Fees,34409,BARTON PRIMARY SCHOOL,28/06/2010,4233.00,0.00,4233.00,
CYPNMLOC19130500,Children & Younger Persons,Childcare Residential - Independent,61436,CHELFHAM MILL SCHOOL,28/06/2010,4017.00,0.00,4017.00,
EARLYRS19190446,Children & Younger Persons,Grants to Voluntary Bodies,46388,KINDERKARE DAY NURSERIES LTD,28/06/2010,1120.35,0.00,1120.35,
CYPNMLOC19130469,Children & Younger Persons,Childcare Residential - Independent,108885,ST CHRISTOPHERS SCHOOL,28/06/2010,14922.15,0.00,14922.15,
CYPNMLOC19130470,Children & Younger Persons,Childcare Residential - Independent,108885,ST CHRISTOPHERS SCHOOL,28/06/2010,15084.73,0.00,15084.73,
EXCHEQ19213143,Children & Younger Persons,Primary Pupil Paid Meals,72983,WITHYCOMBE RALEIGH C OF E P SCHL,28/06/2010,2209.28,0.00,2209.28,
EARLYRS19190425,Children & Younger Persons,Grants to Voluntary Bodies,37263,ACORNS NURSERY UNIT,28/06/2010,727.50,0.00,727.50,
EARLYRS19190428,Children & Younger Persons,Grants to Voluntary Bodies,37263,ACORNS NURSERY UNIT,28/06/2010,873.00,0.00,873.00,
EARLYRS19190414,Children & Younger Persons,Grants to Voluntary Bodies,34953,BIDEFORD BAPTIST CHURCH P/GRP,28/06/2010,640.20,0.00,640.20,
EARLYRS19190431,Children & Younger Persons,Grants to Voluntary Bodies,34953,BIDEFORD BAPTIST CHURCH P/GRP,28/06/2010,640.20,0.00,640.20,
EARLYRS19190435,Children & Younger Persons,Grants to Voluntary Bodies,34953,BIDEFORD BAPTIST CHURCH P/GRP,28/06/2010,873.00,0.00,873.00,
EARLYRS19190408,Children & Younger Persons,Grants to Voluntary Bodies,168107,CEDARS NEIGHBOURHOOD NURSERY,28/06/2010,727.50,0.00,727.50,
EARLYRS19190409,Children & Younger Persons,Grants to Voluntary Bodies,168107,CEDARS NEIGHBOURHOOD NURSERY,28/06/2010,873.00,0.00,873.00,
EARLYRS19190410,Children & Younger Persons,Grants to Voluntary Bodies,168107,CEDARS NEIGHBOURHOOD NURSERY,28/06/2010,509.25,0.00,509.25,
EARLYRS19190413,Children & Younger Persons,Grants to Voluntary Bodies,168107,CEDARS NEIGHBOURHOOD NURSERY,28/06/2010,509.25,0.00,509.25,
EARLYRS19190416,Children & Younger Persons,Grants to Voluntary Bodies,168107,CEDARS NEIGHBOURHOOD NURSERY,28/06/2010,873.00,0.00,873.00,
EARLYRS19190417,Children & Younger Persons,Grants to Voluntary Bodies,168107,CEDARS NEIGHBOURHOOD NURSERY,28/06/2010,873.00,0.00,873.00,
EARLYRS19190418,Children & Younger Persons,Grants to Voluntary Bodies,168107,CEDARS NEIGHBOURHOOD NURSERY,28/06/2010,873.00,0.00,873.00,
EARLYRS19190419,Children & Younger Persons,Grants to Voluntary Bodies,168107,CEDARS NEIGHBOURHOOD NURSERY,28/06/2010,873.00,0.00,873.00,
EARLYRS19190427,Children & Younger Persons,Grants to Voluntary Bodies,168107,CEDARS NEIGHBOURHOOD NURSERY,28/06/2010,873.00,0.00,873.00,
EARLYRS19190430,Children & Younger Persons,Grants to Voluntary Bodies,168107,CEDARS NEIGHBOURHOOD NURSERY,28/06/2010,582.00,0.00,582.00,
EARLYRS19190434,Children & Younger Persons,Grants to Voluntary Bodies,168107,CEDARS NEIGHBOURHOOD NURSERY,28/06/2010,873.00,0.00,873.00,
EARLYRS19190436,Children & Younger Persons,Grants to Voluntary Bodies,168107,CEDARS NEIGHBOURHOOD NURSERY,28/06/2010,873.00,0.00,873.00,
EARLYRS19190437,Children & Younger Persons,Grants to Voluntary Bodies,168107,CEDARS NEIGHBOURHOOD NURSERY,28/06/2010,873.00,0.00,873.00,
EARLYRS19190438,Children & Younger Persons,Grants to Voluntary Bodies,168107,CEDARS NEIGHBOURHOOD NURSERY,28/06/2010,509.25,0.00,509.25,
EARLYRS19190443,Children & Younger Persons,Grants to Voluntary Bodies,168107,CEDARS NEIGHBOURHOOD NURSERY,28/06/2010,873.00,0.00,873.00,
EARLYRS19190450,Children & Younger Persons,Grants to Voluntary Bodies,168107,CEDARS NEIGHBOURHOOD NURSERY,28/06/2010,873.00,0.00,873.00,
EARLYRS19190451,Children & Younger Persons,Grants to Voluntary Bodies,168107,CEDARS NEIGHBOURHOOD NURSERY,28/06/2010,945.75,0.00,945.75,
EARLYRS19190452,Children & Younger Persons,Grants to Voluntary Bodies,168107,CEDARS NEIGHBOURHOOD NURSERY,28/06/2010,873.00,0.00,873.00,
EARLYRS19190454,Children & Younger Persons,Grants to Voluntary Bodies,168107,CEDARS NEIGHBOURHOOD NURSERY,28/06/2010,873.00,0.00,873.00,
EARLYRS19190455,Children & Younger Persons,Grants to Voluntary Bodies,168107,CEDARS NEIGHBOURHOOD NURSERY,28/06/2010,873.00,0.00,873.00,
EARLYRS19190447,Children & Younger Persons,Grants to Voluntary Bodies,243496,CHAWLEIGH CHILDCARE,28/06/2010,1173.70,0.00,1173.70,
EARLYRS19190411,Children & Younger Persons,Grants to Voluntary Bodies,37956,CLAIRE'S FLYING START NURSERY,28/06/2010,509.25,0.00,509.25,
EARLYRS19190426,Children & Younger Persons,Grants to Voluntary Bodies,49034,CLAIRES NEWPORT NURSERY,28/06/2010,693.55,0.00,693.55,
EARLYRS19190422,Children & Younger Persons,Grants to Voluntary Bodies,116043,DARLING ONES PRIVATE PRE-SCHOOL,28/06/2010,1120.35,0.00,1120.35,
EARLYRS19190415,Children & Younger Persons,Grants to Voluntary Bodies,57237,EAST THE WATER STEPPING STONES,28/06/2010,873.00,0.00,873.00,
EARLYRS19190440,Children & Younger Persons,Grants to Voluntary Bodies,57237,EAST THE WATER STEPPING STONES,28/06/2010,873.00,0.00,873.00,
EARLYRS19190441,Children & Younger Persons,Grants to Voluntary Bodies,57237,EAST THE WATER STEPPING STONES,28/06/2010,800.25,0.00,800.25,
EARLYRS19190442,Children & Younger Persons,Grants to Voluntary Bodies,57237,EAST THE WATER STEPPING STONES,28/06/2010,873.00,0.00,873.00,
EARLYRS19190449,Children & Younger Persons,Grants to Voluntary Bodies,57237,EAST THE WATER STEPPING STONES,28/06/2010,873.00,0.00,873.00,
EARLYRS19190439,Children & Younger Persons,Grants to Voluntary Bodies,190584,LITTLE ONES NURSERY(WESTEXE),28/06/2010,853.60,0.00,853.60,
EARLYRS19190412,Children & Younger Persons,Grants to Voluntary Bodies,31760,MAGPIE PRE-SCHOOL GROUP,28/06/2010,773.57,0.00,773.57,
EARLYRS19190424,Children & Younger Persons,Grants to Voluntary Bodies,170933,MUNCHKINS DAY NURSERY,28/06/2010,1173.70,0.00,1173.70,
EARLYRS19190444,Children & Younger Persons,Grants to Voluntary Bodies,54274,PIPKINS DAY NURSERY,28/06/2010,1173.70,0.00,1173.70,
EARLYRS19190403,Children & Younger Persons,Hire / Rent of Rooms / Premises,13685,BUCKERELL LODGE,28/06/2010,694.47,121.53,816.00,
CFADDAY18968795,Adult & Community Services,Individualised Support,196703,GROVE THE,28/06/2010,942.08,0.00,942.08,
CHECS19105655,Chief Executives,Hotel Accommodation,264378,HALLMARK HOTELS & SPA,28/06/2010,1138.50,0.00,1138.50,
LDP19655329,Children & Younger Persons,Hire / Rent of Rooms / Premises,188311,TIVERTON HOTEL LTD (AFTR 1/1,28/06/2010,812.20,71.64,883.84,
EXCHEQ19220820,Children & Younger Persons,Consumable Materials,99487,ANNERYKILN,28/06/2010,500.00,0.00,500.00,
RESTRAT19561867,Children & Younger Persons,Web Publishing,234679,GRAY,28/06/2010,504.00,0.00,504.00,
EXCHEQ19220694,Children & Younger Persons,Misc Other,69983,HUDSON,28/06/2010,810.00,141.75,951.75,
EXCHEQ18668616,Children & Younger Persons,Rents,68524,HUYSHE,28/06/2010,1000.00,0.00,1000.00,
CFADDAY18968749,Adult & Community Services,Individualised Support,137894,OKE,28/06/2010,1152.48,0.00,1152.48,
CFADDAY18968750,Adult & Community Services,Individualised Support,137894,OKE,28/06/2010,1125.00,0.00,1125.00,
CFADDAY18968751,Adult & Community Services,Individualised Support,137894,OKE,28/06/2010,700.00,0.00,700.00,
CFADDAY18968752,Adult & Community Services,Individualised Support,137894,OKE,28/06/2010,1230.00,0.00,1230.00,
CFADDAY18968753,Adult & Community Services,Individualised Support,137894,OKE,28/06/2010,625.00,0.00,625.00,
CFADDAY18968754,Adult & Community Services,Individualised Support,137894,OKE,28/06/2010,1995.02,0.00,1995.02,
CFADDAY18968755,Adult & Community Services,Individualised Support,137894,OKE,28/06/2010,1500.00,0.00,1500.00,
CFADDAY18968756,Adult & Community Services,Individualised Support,137894,OKE,28/06/2010,525.00,0.00,525.00,
CFADDAY18968757,Adult & Community Services,Individualised Support,137894,OKE,28/06/2010,1285.20,0.00,1285.20,
EXCHEQ19220829,Children & Younger Persons,Consumable Materials,16060,PROUSE,28/06/2010,1053.44,184.35,1237.79,
CFADDAY18968804,Adult & Community Services,Individualised Support,238591,ROSEWALL & WILLIAMS,28/06/2010,765.56,0.00,765.56,
EARLYRS19190423,Children & Younger Persons,Grants to Voluntary Bodies,207929,TUPMAN,28/06/2010,800.25,0.00,800.25,
EXCHEQ19220440,Children & Younger Persons,Misc Other,73999,WARREN,28/06/2010,900.00,0.00,900.00,
CFADDAY18968748,Adult & Community Services,Individualised Support,131080,WELLMAN,28/06/2010,1050.24,0.00,1050.24,
EXCHEQ19220791,Children & Younger Persons,Capital Ict Equipment,79296,2SIMPLE SOFTWARE LTD,28/06/2010,1001.50,175.26,1176.76,
EXCHEQ19219803,Children & Younger Persons,Capital Fees,23596,A J CONTRACTORS (DEVON) LTD,28/06/2010,1650.00,288.75,1938.75,
NPSWI19516377,Chief Executives,Building Mtce Works,244013,ACCORD LIFT SERVICES LTD,28/06/2010,1913.75,334.91,2248.66,
NPSWI19516389,Children & Younger Persons,Lift Maint,244013,ACCORD LIFT SERVICES LTD,28/06/2010,540.00,94.50,634.50,
NPSWI19516390,Chief Executives,Lift Maint,244013,ACCORD LIFT SERVICES LTD,28/06/2010,630.00,110.25,740.25,
NPSWI19516391,Chief Executives,Building Mtce Works,244013,ACCORD LIFT SERVICES LTD,28/06/2010,925.74,162.00,1087.74,
CFADDAY18968787,Adult & Community Services,Individualised Support,180531,APEX CARE SOLUTIONS LTD,28/06/2010,3437.88,0.00,3437.88,
CFADDOM18980962,Adult & Community Services,Dom Care Spot,180531,APEX CARE SOLUTIONS LTD,28/06/2010,913.20,0.00,913.20,
ECONEUR19197843,"Environment, Economy & Culture",Special Projects Expenditure,189270,BRAKE FARM LTD,28/06/2010,15650.00,0.00,15650.00,
EXCHEQ19212432,Children & Younger Persons,Electricity,114029,BRITISH GAS BUSINESS (ELEC),28/06/2010,643.69,112.65,756.34,
EXCHEQ19213843,Children & Younger Persons,Electricity,114029,BRITISH GAS BUSINESS (ELEC),28/06/2010,568.03,28.40,596.43,
EXCHEQ19214550,Children & Younger Persons,Electricity,114029,BRITISH GAS BUSINESS (ELEC),28/06/2010,1336.75,233.93,1570.68,
EXCHEQ19215907,Children & Younger Persons,Electricity,114029,BRITISH GAS BUSINESS (ELEC),28/06/2010,433.34,75.83,509.17,
EXCHEQ19217475,Children & Younger Persons,Electricity,114029,BRITISH GAS BUSINESS (ELEC),28/06/2010,1462.80,73.14,1535.94,
EXCHEQ19217744,Children & Younger Persons,Electricity,114029,BRITISH GAS BUSINESS (ELEC),28/06/2010,530.64,26.53,557.17,
EXCHEQ19217936,Children & Younger Persons,Electricity,114029,BRITISH GAS BUSINESS (ELEC),28/06/2010,851.04,148.93,999.97,
EXCHEQ19218670,Children & Younger Persons,Electricity,114029,BRITISH GAS BUSINESS (ELEC),28/06/2010,977.80,171.12,1148.92,
FINSWAD19422117,Adult & Community Services,Electricity,114029,BRITISH GAS BUSINESS (ELEC),28/06/2010,627.46,31.37,658.83,
EXCHEQ19219820,Children & Younger Persons,Internal Works,23468,CAMEL GLASS & JOINERY LTD,28/06/2010,2828.80,495.04,3323.84,
EXCHEQ19215600,Children & Younger Persons,Internal Works,14467,CANNINGS & SON LTD I J,28/06/2010,600.00,105.00,705.00,
DMIS19169706,Children & Younger Persons,Subscriptions,23063,CAPITA EDUCATION SERVICES LTD,28/06/2010,1500.00,262.50,1762.50,
DMIS19169708,Children & Younger Persons,Subscriptions,23063,CAPITA EDUCATION SERVICES LTD,28/06/2010,1995.00,349.13,2344.13,
SCOMIS19594527,Corporate Resources,Software / Product Licence Fees,23063,CAPITA EDUCATION SERVICES LTD,28/06/2010,840.83,147.15,987.98,
SCOMIS19594528,Corporate Resources,Subscriptions,23063,CAPITA EDUCATION SERVICES LTD,28/06/2010,2500.00,437.50,2937.50,
CFADDAY18968741,Adult & Community Services,Individualised Support,99627,CARE BLACKERTON,28/06/2010,1076.25,0.00,1076.25,
CFADDAY18968673,Adult & Community Services,Day Care Spot,86726,CARE INITIATIVE LTD,28/06/2010,1047.20,0.00,1047.20,
CFADDOM18980875,Adult & Community Services,Dom Care Spot,86726,CARE INITIATIVE LTD,28/06/2010,3696.00,0.00,3696.00,
CFADDOM18980877,Adult & Community Services,Dom Care Spot,86726,CARE INITIATIVE LTD,28/06/2010,2105.26,0.00,2105.26,
CYPNMLOC19130501,Children & Younger Persons,Childcare Residential - Independent,231357,CARE UK MENTAL HLTH PARTNERSHIPS,28/06/2010,19562.10,0.00,19562.10,
CYPSWLOC19139013,Children & Younger Persons,Childcare Residential - Independent,231357,CARE UK MENTAL HLTH PARTNERSHIPS,28/06/2010,19562.10,0.00,19562.10,
CYPSWLOC19139014,Children & Younger Persons,Childcare Residential - Independent,231357,CARE UK MENTAL HLTH PARTNERSHIPS,28/06/2010,23410.80,0.00,23410.80,
CFADDOM18980935,Adult & Community Services,Dom Care Spot,121278,CARERS DIRECT (SW) LTD,28/06/2010,862.40,0.00,862.40,
FINSSCW19415359,Adult & Community Services,Payments To Outside Contractors,243295,CM2000 LTD,28/06/2010,15062.50,2635.94,17698.44,
