UNIQUE REF,Description,Element Description,Entity,ENEntity Name,PymtDate,SumOfNet Amt,SumOfVatAmt,SumOfGross Amt,
REAST18850986,"Environment, Economy & Culture",Agency Card Fuel - Flt,6097,SHELL UK OIL PRODUCTS LIMITED,18/05/2010,1027.88,179.89,1207.77,
RSOUTH18444954,"Environment, Economy & Culture",Agency Card Fuel - Flt,6097,SHELL UK OIL PRODUCTS LIMITED,18/05/2010,450.77,78.88,529.65,
TRCC18808566,"Environment, Economy & Culture",Agency Card Fuel - Flt,6097,SHELL UK OIL PRODUCTS LIMITED,20/05/2010,502.51,87.94,590.45,
LIBHQ19474758,Adult & Community Services,Vehicle Fuel Purch,25923,SHELL UK OIL PRODUCTS LTD,27/05/2010,1079.32,188.88,1268.20,
NPSWI18424444,Chief Executives,Building Mtce Works,112699,SHIELD ENVIRONMENTAL SERVICES LT,06/05/2010,1715.00,300.12,2015.12,
DITS19167801,Corporate Resources,Data Cabling Installation,21336,SIEMENS ENTERPRISE COMMUNICTNS,24/05/2010,718651.76,125764.06,844415.82,
ACLCENT18708491,Adult & Community Services,Photocopying / Reprographics / Imaging,21313,SIEMENS FINANCIAL SERVICES LTD,19/05/2010,651.82,114.06,765.88,
EXCHEQ18668811,Children & Younger Persons,Photocopying / Reprographics / Imaging,71721,SIEMENS FINANCIAL SERVICES LTD,17/05/2010,599.91,104.98,704.89,
EXCHEQ18669586,Children & Younger Persons,Photocopying / Reprographics / Imaging,21313,SIEMENS FINANCIAL SERVICES LTD,17/05/2010,841.91,147.33,989.24,
EXCHEQ18669872,Children & Younger Persons,Photocopying / Reprographics / Imaging,21313,SIEMENS FINANCIAL SERVICES LTD,05/05/2010,798.00,139.65,937.65,
EXCHEQ18670235,Children & Younger Persons,Photocopying / Reprographics / Imaging,71721,SIEMENS FINANCIAL SERVICES LTD,05/05/2010,827.20,144.76,971.96,
EXCHEQ18670687,Children & Younger Persons,Photocopying / Reprographics / Imaging,21313,SIEMENS FINANCIAL SERVICES LTD,17/05/2010,943.50,165.11,1108.61,
EXCHEQ18670722,Children & Younger Persons,Stationery & General Office Expenses,21313,SIEMENS FINANCIAL SERVICES LTD,06/05/2010,1508.00,263.90,1771.90,
EXCHEQ18671506,Children & Younger Persons,Admin Equipment,71721,SIEMENS FINANCIAL SERVICES LTD,07/05/2010,751.04,131.43,882.47,
EXCHEQ18674487,Children & Younger Persons,Vending Machine Rental,21313,SIEMENS FINANCIAL SERVICES LTD,17/05/2010,1338.43,197.24,1535.67,
EXCHEQ18674977,Children & Younger Persons,Photocopying / Reprographics / Imaging,21313,SIEMENS FINANCIAL SERVICES LTD,14/05/2010,717.11,125.49,842.60,
EXCHEQ18675689,Children & Younger Persons,Photocopying / Reprographics / Imaging,21313,SIEMENS FINANCIAL SERVICES LTD,24/05/2010,822.00,143.85,965.85,
EXCHEQ18676982,Children & Younger Persons,Stationery & General Office Expenses,21313,SIEMENS FINANCIAL SERVICES LTD,19/05/2010,744.70,130.32,875.02,
EXCHEQ19208285,Children & Younger Persons,Photocopying / Reprographics / Imaging,21313,SIEMENS FINANCIAL SERVICES LTD,28/05/2010,737.03,128.98,866.01,
STRAT18711309,Corporate Resources,Other lease charges to be billed,148368,SIGMA FINANCE LIMITED,26/05/2010,2100.00,367.50,2467.50,
EXCHEQ18669732,Children & Younger Persons,Educational Visits,52313,SKERN LODGE LTD,04/05/2010,3990.23,698.29,4688.52,
EXCHEQ18670688,Children & Younger Persons,Educational Visits,52313,SKERN LODGE LTD,06/05/2010,718.78,125.79,844.57,
EXCHEQ18674182,Children & Younger Persons,Educational Visits,52313,SKERN LODGE LTD,13/05/2010,4652.77,814.23,5467.00,
EXCHEQ18674239,Children & Younger Persons,Educational Visits,52313,SKERN LODGE LTD,13/05/2010,1327.66,232.34,1560.00,
EXCHEQ18677928,Children & Younger Persons,Educational Visits,52313,SKERN LODGE LTD,20/05/2010,842.55,147.45,990.00,
EXCHEQ19208645,Children & Younger Persons,Educational Visits,52313,SKERN LODGE LTD,28/05/2010,1974.47,345.53,2320.00,
EXCHEQ19206294,Children & Younger Persons,Subscriptions,198287,SKILL FORCE DEVELOPMENT LTD,25/05/2010,4300.00,0.00,4300.00,
EXCHEQ19206295,Children & Younger Persons,Subscriptions,198287,SKILL FORCE DEVELOPMENT LTD,25/05/2010,4300.00,0.00,4300.00,
FINNDAD18942767,Adult & Community Services,Improvements,19171,SKINNER CONSTRUCTION LTD,05/05/2010,10530.87,1842.90,12373.77,
LIBHQ18706340,Adult & Community Services,Other Local Repairs,19171,SKINNER CONSTRUCTION LTD,17/05/2010,467.15,81.75,548.90,
DPMANUAL18914418,Corporate Resources,Stationery,92359,SLATER HARRISON & CO LTD,12/05/2010,666.51,116.64,783.15,
DPMANUAL18914567,Corporate Resources,Stationery,59003,SNOPAKE LTD,18/05/2010,4608.71,806.52,5415.23,
DPMANUAL18914662,Corporate Resources,Stationery,59003,SNOPAKE LTD,19/05/2010,2965.82,519.02,3484.84,
DFS18883951,Corporate Resources,It Hardware And Software,15082,SOFTWARE AG,18/05/2010,357679.00,62593.83,420272.83,
DFS18883954,Corporate Resources,It Hardware And Software,15082,SOFTWARE AG,18/05/2010,5610.00,981.75,6591.75,
DISCUS18772203,Corporate Resources,Pc Aqcuisition - Software,102671,SOFTWARE BOX LIMITED,14/05/2010,508.21,88.94,597.15,
DISCUS18772222,Corporate Resources,Pc Aqcuisition - Software,102671,SOFTWARE BOX LIMITED,24/05/2010,987.00,172.73,1159.73,
DISCUS18772224,Corporate Resources,Pc Aqcuisition - Software,102671,SOFTWARE BOX LIMITED,18/05/2010,447.48,78.31,525.79,
DISCUS18772228,Corporate Resources,Pc Aqcuisition - Software,102671,SOFTWARE BOX LIMITED,18/05/2010,707.25,123.77,831.02,
DISCUS18772254,Corporate Resources,Pc Aqcuisition - Software,102671,SOFTWARE BOX LIMITED,28/05/2010,1334.34,233.51,1567.85,
EXCHEQ18676081,Children & Younger Persons,Hsw Act Equipment - all costs,21376,SOUND AND VISUAL SYSTEMS LTD,17/05/2010,520.00,91.00,611.00,
CAPCYP18663375,Children & Younger Persons,Exhibition Costs,4931,SOUTH HAMS NEWSPAPERS LTD (KBRDG,06/05/2010,493.02,86.28,579.30,
ECONEUR18809588,"Environment, Economy & Culture",Special Projects Expenditure,6405,SOUTH MOLTON RECYCLE LTD,18/05/2010,900.00,0.00,900.00,
WASTE19634703,"Environment, Economy & Culture",South Molton,6405,SOUTH MOLTON RECYCLE LTD,26/05/2010,8564.73,1498.83,10063.56,
TRCC18808345,"Environment, Economy & Culture",Hourly - Labour,5998,SOUTH WEST HIGHWAYS,10/05/2010,575.15,91.20,666.35,
TRCC18808346,"Environment, Economy & Culture",Hourly - Labour,5998,SOUTH WEST HIGHWAYS,10/05/2010,544.65,85.86,630.51,
TRCC18808349,"Environment, Economy & Culture",Hourly - Labour,5998,SOUTH WEST HIGHWAYS,10/05/2010,488.87,85.55,574.42,
TRCC18808350,"Environment, Economy & Culture",Hourly - Labour,5998,SOUTH WEST HIGHWAYS,10/05/2010,559.33,88.43,647.76,
TRCC18808503,"Environment, Economy & Culture",Hourly - Labour,5998,SOUTH WEST HIGHWAYS,18/05/2010,457.48,80.06,537.54,
TRCC18808512,"Environment, Economy & Culture",Hourly - Labour,5998,SOUTH WEST HIGHWAYS,18/05/2010,533.44,93.35,626.79,
TRCC18808647,"Environment, Economy & Culture",Hourly - Labour,5998,SOUTH WEST HIGHWAYS,25/05/2010,715.19,115.06,830.25,
TRCC18808663,"Environment, Economy & Culture",Avoidable Damage - Flt,5998,SOUTH WEST HIGHWAYS,25/05/2010,546.36,95.61,641.97,
BRID18426460,"Environment, Economy & Culture",Term Contract,5111,SOUTH WEST HIGHWAYS (HEAD OFF),07/05/2010,707.03,123.73,830.76,
BRID18426461,"Environment, Economy & Culture",Term Contract,5111,SOUTH WEST HIGHWAYS (HEAD OFF),07/05/2010,863.70,151.15,1014.85,
BRID18426462,"Environment, Economy & Culture",Term Contract,5111,SOUTH WEST HIGHWAYS (HEAD OFF),07/05/2010,962.20,168.38,1130.58,
BRID18426463,"Environment, Economy & Culture",Term Contract,5111,SOUTH WEST HIGHWAYS (HEAD OFF),07/05/2010,712.82,124.74,837.56,
BRID18426466,"Environment, Economy & Culture",Term Contract,5111,SOUTH WEST HIGHWAYS (HEAD OFF),07/05/2010,758.00,132.65,890.65,
BRID18426468,"Environment, Economy & Culture",Term Contract,5111,SOUTH WEST HIGHWAYS (HEAD OFF),17/05/2010,909.80,159.21,1069.01,
BRID18426469,"Environment, Economy & Culture",Term Contract,5111,SOUTH WEST HIGHWAYS (HEAD OFF),17/05/2010,486.29,85.10,571.39,
BRID18426470,"Environment, Economy & Culture",Term Contract,5111,SOUTH WEST HIGHWAYS (HEAD OFF),17/05/2010,695.10,121.64,816.74,
BRID18426471,"Environment, Economy & Culture",Term Contract,5111,SOUTH WEST HIGHWAYS (HEAD OFF),17/05/2010,1105.26,193.42,1298.68,
BRID18426472,"Environment, Economy & Culture",Term Contract,5111,SOUTH WEST HIGHWAYS (HEAD OFF),17/05/2010,2450.90,428.91,2879.81,
BRID18426473,"Environment, Economy & Culture",Term Contract,5111,SOUTH WEST HIGHWAYS (HEAD OFF),17/05/2010,1687.09,295.24,1982.33,
BRID18426474,"Environment, Economy & Culture",Term Contract,5111,SOUTH WEST HIGHWAYS (HEAD OFF),17/05/2010,2709.59,474.18,3183.77,
BRID18426475,"Environment, Economy & Culture",Term Contract,5111,SOUTH WEST HIGHWAYS (HEAD OFF),17/05/2010,1109.64,194.19,1303.83,
BRID18426477,"Environment, Economy & Culture",Term Contract,5111,SOUTH WEST HIGHWAYS (HEAD OFF),17/05/2010,1306.75,228.68,1535.43,
BRID18426479,"Environment, Economy & Culture",Term Contract,5111,SOUTH WEST HIGHWAYS (HEAD OFF),17/05/2010,2041.40,357.24,2398.64,
BRID18426480,"Environment, Economy & Culture",Term Contract,5111,SOUTH WEST HIGHWAYS (HEAD OFF),17/05/2010,686.65,120.16,806.81,
BRID18426487,"Environment, Economy & Culture",Term Contract,5111,SOUTH WEST HIGHWAYS (HEAD OFF),21/05/2010,927.13,162.25,1089.38,
BRID18426488,"Environment, Economy & Culture",Term Contract,5111,SOUTH WEST HIGHWAYS (HEAD OFF),21/05/2010,754.96,132.12,887.08,
BRID18958201,"Environment, Economy & Culture",Term Contract,5111,SOUTH WEST HIGHWAYS (HEAD OFF),27/05/2010,8772.11,1535.12,10307.23,
EXCHEQ18670205,Children & Younger Persons,Capital Fees,5111,SOUTH WEST HIGHWAYS (HEAD OFF),05/05/2010,922.00,161.35,1083.35,
HQ18929971,"Environment, Economy & Culture",Term Contract,5111,SOUTH WEST HIGHWAYS (HEAD OFF),24/05/2010,271959.68,47592.94,319552.62,
NPSWI18424632,Corporate Resources,Other Premises Costs,5111,SOUTH WEST HIGHWAYS (HEAD OFF),20/05/2010,3550.00,621.25,4171.25,
REAST18850865,"Environment, Economy & Culture",Term Contract,5111,SOUTH WEST HIGHWAYS (HEAD OFF),04/05/2010,426.12,74.57,500.69,
REAST18850866,"Environment, Economy & Culture",Term Contract,5111,SOUTH WEST HIGHWAYS (HEAD OFF),04/05/2010,627.31,109.78,737.09,
REAST18850867,"Environment, Economy & Culture",Term Contract,5111,SOUTH WEST HIGHWAYS (HEAD OFF),04/05/2010,426.12,74.57,500.69,
REAST18850874,"Environment, Economy & Culture",Term Contract,5111,SOUTH WEST HIGHWAYS (HEAD OFF),04/05/2010,2337.85,409.12,2746.97,
REAST18850899,"Environment, Economy & Culture",Term Contract,5111,SOUTH WEST HIGHWAYS (HEAD OFF),05/05/2010,22905.72,4008.50,26914.22,
REAST18850905,"Environment, Economy & Culture",Term Contract,5111,SOUTH WEST HIGHWAYS (HEAD OFF),06/05/2010,1050.50,183.84,1234.34,
REAST18850906,"Environment, Economy & Culture",Term Contract,5111,SOUTH WEST HIGHWAYS (HEAD OFF),06/05/2010,5956.35,1042.36,6998.71,
REAST18850907,"Environment, Economy & Culture",Term Contract,5111,SOUTH WEST HIGHWAYS (HEAD OFF),06/05/2010,5300.45,927.58,6228.03,
REAST18850908,"Environment, Economy & Culture",Term Contract,5111,SOUTH WEST HIGHWAYS (HEAD OFF),06/05/2010,5391.84,943.57,6335.41,
REAST18850909,"Environment, Economy & Culture",Term Contract,5111,SOUTH WEST HIGHWAYS (HEAD OFF),06/05/2010,4615.27,807.67,5422.94,
REAST18850910,"Environment, Economy & Culture",Term Contract,5111,SOUTH WEST HIGHWAYS (HEAD OFF),06/05/2010,5698.48,997.23,6695.71,
REAST18850911,"Environment, Economy & Culture",Term Contract,5111,SOUTH WEST HIGHWAYS (HEAD OFF),06/05/2010,11635.51,2036.21,13671.72,
REAST18850912,"Environment, Economy & Culture",Term Contract,5111,SOUTH WEST HIGHWAYS (HEAD OFF),06/05/2010,10208.37,1786.46,11994.83,
REAST18850913,"Environment, Economy & Culture",Term Contract,5111,SOUTH WEST HIGHWAYS (HEAD OFF),06/05/2010,1916.00,335.30,2251.30,
REAST18850916,"Environment, Economy & Culture",Term Contract,5111,SOUTH WEST HIGHWAYS (HEAD OFF),06/05/2010,4514.97,790.12,5305.09,
REAST18850934,"Environment, Economy & Culture",Term Contract,5111,SOUTH WEST HIGHWAYS (HEAD OFF),06/05/2010,1917.36,335.54,2252.90,
REAST18850937,"Environment, Economy & Culture",Term Contract,5111,SOUTH WEST HIGHWAYS (HEAD OFF),06/05/2010,838.64,146.76,985.40,
REAST18850938,"Environment, Economy & Culture",Term Contract,5111,SOUTH WEST HIGHWAYS (HEAD OFF),06/05/2010,2330.78,407.89,2738.67,
REAST18850939,"Environment, Economy & Culture",Term Contract,5111,SOUTH WEST HIGHWAYS (HEAD OFF),06/05/2010,460.00,80.50,540.50,
REAST18850940,"Environment, Economy & Culture",Term Contract,5111,SOUTH WEST HIGHWAYS (HEAD OFF),06/05/2010,446.00,78.05,524.05,
REAST18850941,"Environment, Economy & Culture",Term Contract,5111,SOUTH WEST HIGHWAYS (HEAD OFF),06/05/2010,2495.23,436.67,2931.90,
REAST18850944,"Environment, Economy & Culture",Term Contract,5111,SOUTH WEST HIGHWAYS (HEAD OFF),06/05/2010,753.11,131.79,884.90,
REAST18850947,"Environment, Economy & Culture",Term Contract,5111,SOUTH WEST HIGHWAYS (HEAD OFF),06/05/2010,982.71,171.97,1154.68,
REAST18850948,"Environment, Economy & Culture",Term Contract,5111,SOUTH WEST HIGHWAYS (HEAD OFF),06/05/2010,1243.00,217.52,1460.52,
REAST18850952,"Environment, Economy & Culture",Term Contract,5111,SOUTH WEST HIGHWAYS (HEAD OFF),06/05/2010,2491.68,436.04,2927.72,
REAST18850953,"Environment, Economy & Culture",Term Contract,5111,SOUTH WEST HIGHWAYS (HEAD OFF),06/05/2010,5116.86,895.45,6012.31,
REAST18850954,"Environment, Economy & Culture",Term Contract,5111,SOUTH WEST HIGHWAYS (HEAD OFF),06/05/2010,6011.66,1052.04,7063.70,
REAST18850963,"Environment, Economy & Culture",Term Contract,5111,SOUTH WEST HIGHWAYS (HEAD OFF),06/05/2010,3119.13,545.85,3664.98,
REAST18850964,"Environment, Economy & Culture",Term Contract,5111,SOUTH WEST HIGHWAYS (HEAD OFF),06/05/2010,1687.57,295.32,1982.89,
REAST18850965,"Environment, Economy & Culture",Term Contract,5111,SOUTH WEST HIGHWAYS (HEAD OFF),06/05/2010,532.51,93.19,625.70,
REAST18850966,"Environment, Economy & Culture",Term Contract,5111,SOUTH WEST HIGHWAYS (HEAD OFF),06/05/2010,1102.63,192.96,1295.59,
REAST18850967,"Environment, Economy & Culture",Term Contract,5111,SOUTH WEST HIGHWAYS (HEAD OFF),06/05/2010,1600.19,280.03,1880.22,
REAST18850969,"Environment, Economy & Culture",Term Contract,5111,SOUTH WEST HIGHWAYS (HEAD OFF),06/05/2010,1349.41,236.15,1585.56,
REAST18850985,"Environment, Economy & Culture",Term Contract,5111,SOUTH WEST HIGHWAYS (HEAD OFF),07/05/2010,1589.04,278.08,1867.12,
REAST18850997,"Environment, Economy & Culture",Term Contract,5111,SOUTH WEST HIGHWAYS (HEAD OFF),07/05/2010,1486.07,260.06,1746.13,
REAST18850998,"Environment, Economy & Culture",Term Contract,5111,SOUTH WEST HIGHWAYS (HEAD OFF),07/05/2010,1524.79,266.84,1791.63,
REAST18851003,"Environment, Economy & Culture",Term Contract,5111,SOUTH WEST HIGHWAYS (HEAD OFF),07/05/2010,3812.50,667.19,4479.69,
REAST18851005,"Environment, Economy & Culture",Term Contract,5111,SOUTH WEST HIGHWAYS (HEAD OFF),07/05/2010,2383.60,417.13,2800.73,
REAST18851006,"Environment, Economy & Culture",Term Contract,5111,SOUTH WEST HIGHWAYS (HEAD OFF),07/05/2010,2168.84,379.55,2548.39,
REAST18851007,"Environment, Economy & Culture",Term Contract,5111,SOUTH WEST HIGHWAYS (HEAD OFF),07/05/2010,1893.00,331.27,2224.27,
REAST18851080,"Environment, Economy & Culture",Term Contract,5111,SOUTH WEST HIGHWAYS (HEAD OFF),14/05/2010,1906.74,333.68,2240.42,
REAST18851081,"Environment, Economy & Culture",Term Contract,5111,SOUTH WEST HIGHWAYS (HEAD OFF),14/05/2010,577.62,101.08,678.70,
REAST18851082,"Environment, Economy & Culture",Term Contract,5111,SOUTH WEST HIGHWAYS (HEAD OFF),14/05/2010,2261.76,395.81,2657.57,
REAST18851083,"Environment, Economy & Culture",Term Contract,5111,SOUTH WEST HIGHWAYS (HEAD OFF),14/05/2010,1993.00,348.77,2341.77,
REAST18851084,"Environment, Economy & Culture",Term Contract,5111,SOUTH WEST HIGHWAYS (HEAD OFF),14/05/2010,615.68,107.74,723.42,
REAST18851085,"Environment, Economy & Culture",Term Contract,5111,SOUTH WEST HIGHWAYS (HEAD OFF),14/05/2010,1085.16,189.90,1275.06,
REAST18851089,"Environment, Economy & Culture",Term Contract,5111,SOUTH WEST HIGHWAYS (HEAD OFF),14/05/2010,3923.72,686.65,4610.37,
REAST18851090,"Environment, Economy & Culture",Term Contract,5111,SOUTH WEST HIGHWAYS (HEAD OFF),14/05/2010,4284.85,749.85,5034.70,
REAST18851091,"Environment, Economy & Culture",Term Contract,5111,SOUTH WEST HIGHWAYS (HEAD OFF),14/05/2010,4054.78,709.59,4764.37,
REAST18851092,"Environment, Economy & Culture",Term Contract,5111,SOUTH WEST HIGHWAYS (HEAD OFF),14/05/2010,5409.30,946.63,6355.93,
REAST18851093,"Environment, Economy & Culture",Term Contract,5111,SOUTH WEST HIGHWAYS (HEAD OFF),14/05/2010,7122.08,1246.36,8368.44,
REAST18851097,"Environment, Economy & Culture",Term Contract,5111,SOUTH WEST HIGHWAYS (HEAD OFF),14/05/2010,521.23,91.22,612.45,
REAST18851098,"Environment, Economy & Culture",Term Contract,5111,SOUTH WEST HIGHWAYS (HEAD OFF),14/05/2010,1288.59,225.50,1514.09,
REAST18851099,"Environment, Economy & Culture",Term Contract,5111,SOUTH WEST HIGHWAYS (HEAD OFF),14/05/2010,2348.96,411.07,2760.03,
REAST18851100,"Environment, Economy & Culture",Term Contract,5111,SOUTH WEST HIGHWAYS (HEAD OFF),14/05/2010,1027.59,179.83,1207.42,
REAST18851101,"Environment, Economy & Culture",Term Contract,5111,SOUTH WEST HIGHWAYS (HEAD OFF),14/05/2010,616.05,107.81,723.86,
REAST18851104,"Environment, Economy & Culture",Term Contract,5111,SOUTH WEST HIGHWAYS (HEAD OFF),17/05/2010,1536.22,230.43,1766.65,
REAST18851116,"Environment, Economy & Culture",Term Contract,5111,SOUTH WEST HIGHWAYS (HEAD OFF),17/05/2010,7808.77,1366.53,9175.30,
REAST18851133,"Environment, Economy & Culture",Term Contract,5111,SOUTH WEST HIGHWAYS (HEAD OFF),18/05/2010,1900.00,332.50,2232.50,
REAST18851136,"Environment, Economy & Culture",Term Contract,5111,SOUTH WEST HIGHWAYS (HEAD OFF),18/05/2010,522.10,91.37,613.47,
REAST18851137,"Environment, Economy & Culture",Term Contract,5111,SOUTH WEST HIGHWAYS (HEAD OFF),18/05/2010,5323.00,798.45,6121.45,
REAST18851141,"Environment, Economy & Culture",Term Contract,5111,SOUTH WEST HIGHWAYS (HEAD OFF),18/05/2010,16445.25,2877.92,19323.17,
REAST18851142,"Environment, Economy & Culture",Term Contract,5111,SOUTH WEST HIGHWAYS (HEAD OFF),18/05/2010,14170.46,2479.83,16650.29,
REAST18851143,"Environment, Economy & Culture",Term Contract,5111,SOUTH WEST HIGHWAYS (HEAD OFF),19/05/2010,4731.85,828.07,5559.92,
REAST18851144,"Environment, Economy & Culture",Term Contract,5111,SOUTH WEST HIGHWAYS (HEAD OFF),19/05/2010,8295.01,1451.63,9746.64,
REAST18851145,"Environment, Economy & Culture",Term Contract,5111,SOUTH WEST HIGHWAYS (HEAD OFF),19/05/2010,6382.15,1116.88,7499.03,
REAST18851146,"Environment, Economy & Culture",Term Contract,5111,SOUTH WEST HIGHWAYS (HEAD OFF),19/05/2010,6432.85,1125.75,7558.60,
REAST18851147,"Environment, Economy & Culture",Term Contract,5111,SOUTH WEST HIGHWAYS (HEAD OFF),19/05/2010,6949.12,1216.10,8165.22,
REAST18851148,"Environment, Economy & Culture",Term Contract,5111,SOUTH WEST HIGHWAYS (HEAD OFF),19/05/2010,544.67,95.32,639.99,
REAST18851151,"Environment, Economy & Culture",Term Contract,5111,SOUTH WEST HIGHWAYS (HEAD OFF),19/05/2010,1950.42,341.32,2291.74,
REAST18851154,"Environment, Economy & Culture",Term Contract,5111,SOUTH WEST HIGHWAYS (HEAD OFF),19/05/2010,429.23,75.12,504.35,
REAST18851155,"Environment, Economy & Culture",Term Contract,5111,SOUTH WEST HIGHWAYS (HEAD OFF),19/05/2010,3922.73,686.48,4609.21,
REAST18851156,"Environment, Economy & Culture",Term Contract,5111,SOUTH WEST HIGHWAYS (HEAD OFF),19/05/2010,619.11,108.34,727.45,
REAST18851159,"Environment, Economy & Culture",Term Contract,5111,SOUTH WEST HIGHWAYS (HEAD OFF),20/05/2010,5204.59,910.80,6115.39,
REAST18851169,"Environment, Economy & Culture",Term Contract,5111,SOUTH WEST HIGHWAYS (HEAD OFF),20/05/2010,642.76,112.48,755.24,
REAST18851173,"Environment, Economy & Culture",Term Contract,5111,SOUTH WEST HIGHWAYS (HEAD OFF),20/05/2010,5822.61,1018.96,6841.57,
REAST18851174,"Environment, Economy & Culture",Term Contract,5111,SOUTH WEST HIGHWAYS (HEAD OFF),20/05/2010,1744.34,305.26,2049.60,
REAST18851175,"Environment, Economy & Culture",Term Contract,5111,SOUTH WEST HIGHWAYS (HEAD OFF),20/05/2010,2106.18,368.58,2474.76,
REAST18851176,"Environment, Economy & Culture",Term Contract,5111,SOUTH WEST HIGHWAYS (HEAD OFF),20/05/2010,8404.77,1470.83,9875.60,
REAST18851177,"Environment, Economy & Culture",Term Contract,5111,SOUTH WEST HIGHWAYS (HEAD OFF),20/05/2010,1774.93,310.61,2085.54,
REAST18851178,"Environment, Economy & Culture",Term Contract,5111,SOUTH WEST HIGHWAYS (HEAD OFF),20/05/2010,1729.84,302.72,2032.56,
REAST18851179,"Environment, Economy & Culture",Term Contract,5111,SOUTH WEST HIGHWAYS (HEAD OFF),20/05/2010,675.97,118.29,794.26,
REAST18851181,"Environment, Economy & Culture",Term Contract,5111,SOUTH WEST HIGHWAYS (HEAD OFF),20/05/2010,2742.38,479.92,3222.30,
REAST18851182,"Environment, Economy & Culture",Term Contract,5111,SOUTH WEST HIGHWAYS (HEAD OFF),20/05/2010,857.28,150.02,1007.30,
REAST18851183,"Environment, Economy & Culture",Term Contract,5111,SOUTH WEST HIGHWAYS (HEAD OFF),20/05/2010,425.67,74.49,500.16,
REAST18851184,"Environment, Economy & Culture",Term Contract,5111,SOUTH WEST HIGHWAYS (HEAD OFF),20/05/2010,1786.46,312.63,2099.09,
REAST18851187,"Environment, Economy & Culture",Term Contract,5111,SOUTH WEST HIGHWAYS (HEAD OFF),20/05/2010,1799.50,314.91,2114.41,
REAST18851189,"Environment, Economy & Culture",Term Contract,5111,SOUTH WEST HIGHWAYS (HEAD OFF),20/05/2010,7553.00,1321.77,8874.77,
REAST18851190,"Environment, Economy & Culture",Term Contract,5111,SOUTH WEST HIGHWAYS (HEAD OFF),20/05/2010,2042.97,357.52,2400.49,
REAST18851191,"Environment, Economy & Culture",Term Contract,5111,SOUTH WEST HIGHWAYS (HEAD OFF),20/05/2010,2595.16,454.15,3049.31,
REAST18851192,"Environment, Economy & Culture",Term Contract,5111,SOUTH WEST HIGHWAYS (HEAD OFF),20/05/2010,2459.31,430.38,2889.69,
REAST18851193,"Environment, Economy & Culture",Term Contract,5111,SOUTH WEST HIGHWAYS (HEAD OFF),20/05/2010,3352.83,586.75,3939.58,
REAST18851198,"Environment, Economy & Culture",Term Contract,5111,SOUTH WEST HIGHWAYS (HEAD OFF),20/05/2010,1213.22,212.31,1425.53,
REAST18851199,"Environment, Economy & Culture",Term Contract,5111,SOUTH WEST HIGHWAYS (HEAD OFF),20/05/2010,2590.39,453.32,3043.71,
REAST18851203,"Environment, Economy & Culture",Term Contract,5111,SOUTH WEST HIGHWAYS (HEAD OFF),20/05/2010,5334.62,933.56,6268.18,
REAST18851204,"Environment, Economy & Culture",Term Contract,5111,SOUTH WEST HIGHWAYS (HEAD OFF),20/05/2010,5268.02,921.90,6189.92,
REAST18851205,"Environment, Economy & Culture",Term Contract,5111,SOUTH WEST HIGHWAYS (HEAD OFF),20/05/2010,975.69,170.75,1146.44,
REAST18851207,"Environment, Economy & Culture",Term Contract,5111,SOUTH WEST HIGHWAYS (HEAD OFF),20/05/2010,665.87,116.53,782.40,
REAST18851208,"Environment, Economy & Culture",Term Contract,5111,SOUTH WEST HIGHWAYS (HEAD OFF),20/05/2010,2484.94,434.86,2919.80,
REAST18851209,"Environment, Economy & Culture",Term Contract,5111,SOUTH WEST HIGHWAYS (HEAD OFF),20/05/2010,829.15,145.10,974.25,
REAST18851210,"Environment, Economy & Culture",Term Contract,5111,SOUTH WEST HIGHWAYS (HEAD OFF),20/05/2010,441.92,77.34,519.26,
REAST18851211,"Environment, Economy & Culture",Term Contract,5111,SOUTH WEST HIGHWAYS (HEAD OFF),20/05/2010,1866.96,326.72,2193.68,
REAST18851234,"Environment, Economy & Culture",Term Contract,5111,SOUTH WEST HIGHWAYS (HEAD OFF),21/05/2010,1565.40,273.94,1839.34,
REAST18851235,"Environment, Economy & Culture",Term Contract,5111,SOUTH WEST HIGHWAYS (HEAD OFF),21/05/2010,2090.92,365.91,2456.83,
REAST18851236,"Environment, Economy & Culture",Term Contract,5111,SOUTH WEST HIGHWAYS (HEAD OFF),21/05/2010,2511.25,439.47,2950.72,
REAST19542917,"Environment, Economy & Culture",Term Contract,5111,SOUTH WEST HIGHWAYS (HEAD OFF),25/05/2010,940.50,164.59,1105.09,
REAST19542918,"Environment, Economy & Culture",Term Contract,5111,SOUTH WEST HIGHWAYS (HEAD OFF),25/05/2010,3073.93,537.94,3611.87,
REAST19542919,"Environment, Economy & Culture",Term Contract,5111,SOUTH WEST HIGHWAYS (HEAD OFF),25/05/2010,7867.71,1376.85,9244.56,
REAST19542920,"Environment, Economy & Culture",Term Contract,5111,SOUTH WEST HIGHWAYS (HEAD OFF),25/05/2010,483.46,84.61,568.07,
REAST19542921,"Environment, Economy & Culture",Term Contract,5111,SOUTH WEST HIGHWAYS (HEAD OFF),25/05/2010,1097.66,192.09,1289.75,
REAST19542927,"Environment, Economy & Culture",Term Contract,5111,SOUTH WEST HIGHWAYS (HEAD OFF),25/05/2010,1291.81,226.07,1517.88,
REAST19542928,"Environment, Economy & Culture",Term Contract,5111,SOUTH WEST HIGHWAYS (HEAD OFF),25/05/2010,1154.85,202.10,1356.95,
